iter	MultiClass
370	0.01363859214
371	0.01360451113
372	0.01355989136
373	0.01351366612
374	0.01346191367
375	0.01341019005
376	0.01338003666
377	0.01334051322
378	0.01329338656
379	0.01325032459
380	0.01321525468
381	0.01316905564
382	0.01313078001
383	0.01309018587
384	0.01304921744
385	0.01300614828
386	0.01296501068
387	0.01292680542
388	0.01289719488
389	0.01285834169
390	0.01282787662
391	0.01279839312
392	0.01276947078
393	0.01273101599
394	0.01269697113
395	0.012665025
396	0.01261956084
397	0.01257889692
398	0.01252922758
399	0.0124895503
400	0.01245807329
401	0.01242086565
402	0.0123909431
403	0.01236570761
404	0.01233925285
405	0.01230248117
406	0.01227289138
407	0.01223382749
408	0.01219954458
409	0.01215835234
410	0.01212826433
411	0.01208787045
412	0.01206268919
413	0.01203650672
414	0.01201112557
415	0.01197831153
416	0.01194506365
417	0.01190698795
418	0.01186786192
419	0.01184213183
420	0.01180167217
421	0.0117801295
422	0.01174561609
423	0.01172112917
424	0.01169426424
425	0.01167623833
426	0.01164240774
427	0.01160608657
428	0.01157948814
429	0.01155495653
430	0.01152295078
431	0.0114892269
432	0.01146621846
433	0.01144103312
434	0.01140694368
435	0.01137478535
436	0.01134281574
437	0.01131439024
438	0.01128023049
439	0.01125899187
440	0.01123777155
441	0.01120284743
442	0.01118193735
443	0.01115116316
444	0.0111238267
445	0.01110059536
446	0.01106981501
447	0.01103694797
448	0.01100592639
449	0.01097884129
450	0.010945268
451	0.01091930668
452	0.01089571671
453	0.01086722705
454	0.01083555599
455	0.01080857835
456	0.0107840116
457	0.01075880629
458	0.01073291594
459	0.01071023977
460	0.01067998569
461	0.01065875971
462	0.01062932566
463	0.01060906792
464	0.01057960182
465	0.01055672228
466	0.01053112379
467	0.01050730639
468	0.01048289714
469	0.01046216091
470	0.01043888438
471	0.01040897127
472	0.01039200839
473	0.01036575593
474	0.01033821714
475	0.01031236356
476	0.01028987953
477	0.01026289409
478	0.01023943493
479	0.0102154886
480	0.01020050618
481	0.01017674894
482	0.01015493705
483	0.01012995542
484	0.01010731597
485	0.01008347187
486	0.01006087372
487	0.010045502
488	0.01002650964
489	0.01000086987
490	0.009985325403
491	0.009969079388
492	0.009946434891
493	0.009919805918
494	0.00990272524
495	0.009877973015
496	0.009851709488
497	0.009828038916
498	0.0098101863
499	0.009790588186
500	0.009768217939
501	0.009739910124
502	0.009725971036
503	0.009700294243
504	0.009676538489
505	0.009658737978
506	0.009634853788
507	0.009615190906
508	0.009594284774
509	0.009564177995
510	0.009542567842
511	0.009523021586
512	0.00950442051
513	0.009486612428
514	0.009467358825
515	0.009445813571
516	0.009424231148
517	0.009401749773
518	0.009380326294
519	0.009366295562
520	0.009342454629
521	0.00932429885
522	0.009306015784
523	0.009275607601
524	0.009254796184
525	0.009237268003
526	0.009222170852
527	0.009201749952
528	0.009188146492
529	0.009165715074
530	0.009149567922
531	0.009135195651
532	0.00911756708
533	0.009092826908
534	0.009076828004
535	0.009064757527
536	0.009047112441
537	0.009029918678
538	0.009010847152
539	0.00899044049
540	0.008975559242
541	0.008959135222
542	0.00893810448
543	0.008909783256
544	0.008895028828
545	0.008871458486
546	0.008858150917
547	0.00883036368
548	0.008815395681
549	0.008798072864
550	0.008782804283
551	0.008766100644
552	0.008744440602
553	0.008723020802
554	0.00870546348
555	0.008689600462
556	0.008674640934
557	0.008662493929
558	0.008644555267
559	0.008622271597
560	0.008608062162
561	0.008590879182
562	0.008570855951
563	0.008552193778
564	0.008536520792
565	0.008518244163
566	0.008501964758
567	0.008489103614
568	0.008472417454
569	0.008457177761
570	0.008439007858
571	0.008426392835
572	0.008410360667
573	0.008398121783
574	0.008376470058
575	0.008359941734
576	0.008346518796
577	0.008330498665
578	0.008317084275
579	0.008304329641
580	0.008289932772
581	0.008274907079
582	0.0082628405
583	0.008245661637
584	0.008228410895
585	0.008215711401
586	0.008198635128
587	0.00818346331
588	0.008161694368
589	0.008143507113
590	0.008127165411
591	0.008113054263
592	0.008098992001
593	0.008088594497
594	0.008069332338
595	0.008051515147
596	0.008040387271
597	0.008022883306
598	0.008004868307
599	0.007990825498
600	0.007974325006
601	0.007955481408
602	0.007939219351
603	0.007927101326
604	0.00791613629
605	0.007901089288
606	0.007891801823
607	0.007879527732
608	0.007867042226
609	0.007854451734
610	0.007844734969
611	0.00783420112
612	0.00781907531
613	0.007805707363
614	0.00779669176
615	0.007784587577
616	0.007771807186
617	0.00775745275
618	0.007743575269
619	0.007731823625
620	0.007720422326
621	0.007706278085
622	0.007689729234
623	0.007674586405
624	0.007660741114
625	0.007641113383
626	0.007629481209
627	0.00761758287
628	0.007601416629
629	0.007591986186
630	0.007579535661
631	0.007566511788
632	0.007552559374
633	0.007542672136
634	0.007529642475
635	0.007514210065
636	0.007500231921
637	0.007485514052
638	0.007474060096
639	0.007461424086
640	0.007449565724
641	0.007436694327
642	0.00742257356
643	0.007410349573
644	0.007395877764
645	0.007383724911
646	0.007366571744
647	0.00735270213
648	0.007336448777
649	0.007319097327
650	0.007305425644
651	0.007292713306
652	0.007281290873
653	0.007267456943
654	0.007255964171
655	0.007242644746
656	0.007230436446
657	0.007218721861
658	0.007206686407
659	0.007196078274
660	0.007186150625
661	0.007174363873
662	0.007163966672
663	0.007152700519
664	0.007138729565
665	0.007128101174
666	0.007119514935
667	0.007109346183
668	0.007098142343
669	0.007088316721
670	0.00707747629
671	0.007067798408
672	0.007057431834
673	0.007048263458
674	0.007038540738
675	0.007025886828
676	0.007014811258
677	0.007002894943
678	0.006993671367
679	0.006981903103
680	0.006971246253
681	0.006961114389
682	0.006946972845
683	0.006936575083
684	0.006927222627
685	0.00691068501
686	0.006900912053
687	0.006889124516
688	0.00687377327
689	0.006865152556
690	0.00685294481
691	0.006844031454
692	0.00683276055
693	0.006821682641
694	0.006813227083
695	0.006800580254
696	0.006791801108
697	0.006782304165
698	0.006772355731
699	0.006762996279
700	0.006754401877
701	0.006742775289
702	0.006732745931
703	0.006723702473
704	0.006712998431
705	0.006704180388
706	0.006694150268
707	0.006683426839
708	0.00667269738
709	0.006661389446
710	0.006651677605
711	0.006642168252
712	0.006633179075
713	0.006626095611
714	0.00661566167
715	0.006607756645
716	0.006601134095
717	0.006592917779
718	0.006584128448
719	0.006576121576
720	0.00656806639
721	0.006557702539
722	0.00654929631
723	0.006540576127
724	0.0065281258
725	0.006518030862
726	0.006507886259
727	0.006501175559
728	0.006491326952
729	0.006485074321
730	0.006477628575
731	0.006465781827
732	0.006456062272
733	0.006446125441
734	0.006437353558
735	0.006426415195
736	0.00641319946
737	0.006402653149
738	0.006395060675
739	0.006387267955
740	0.006379758186
741	0.00637059613
742	0.006361504269
743	0.006352144557
744	0.006341169791
745	0.006331016811
746	0.006323755631
747	0.006315591906
748	0.006306726848
749	0.006297048458
750	0.006288308498
751	0.00627814833
752	0.006269633977
753	0.006259179604
754	0.006251515514
755	0.00623961892
756	0.006232875751
757	0.006226196985
758	0.006216285355
759	0.006206829196
760	0.006197901085
761	0.006189559601
762	0.006179903569
763	0.006174090052
764	0.006164310575
765	0.006154738411
766	0.006147623931
767	0.006138993577
768	0.006132576821
769	0.006125849416
770	0.006117695549
771	0.006107589377
772	0.006099642829
773	0.006091346855
774	0.006082528759
775	0.006072806448
776	0.006063210943
777	0.006055704745
778	0.006049841719
779	0.006042469994
780	0.00603325005
781	0.006024468161
782	0.006015153477
783	0.006007014581
784	0.005997755817
785	0.005987871052
786	0.005979462666
787	0.005971516
788	0.005964636418
789	0.005956422742
790	0.005946583692
791	0.005936371901
792	0.00592825861
793	0.005921174272
794	0.005911532723
795	0.005904567834
796	0.005897474719
797	0.00588894985
798	0.005881365812
799	0.005874924383
800	0.005868371623
801	0.005859646831
802	0.005852783065
803	0.005846259769
804	0.005836895134
805	0.005829782282
806	0.005819878311
807	0.005810935125
808	0.00580348609
809	0.005797466616
810	0.005791864107
811	0.005786044624
812	0.00577563795
813	0.005769415007
814	0.005763206114
815	0.005756231926
816	0.005750168986
817	0.00574338984
818	0.005734287569
819	0.005727666657
820	0.005720041309
821	0.005710776742
822	0.005704173774
823	0.005698220363
824	0.005687185627
825	0.005680605403
826	0.005675283676
827	0.005667904751
828	0.005661838293
829	0.005656709242
830	0.005647872742
831	0.00563803502
832	0.005631571137
833	0.005624167451
834	0.005616127859
835	0.005610283879
836	0.005602508223
837	0.005595264666
838	0.005588443961
839	0.005580137019
840	0.005572875267
841	0.005567477344
842	0.005558922867
843	0.005552564141
844	0.005546259975
845	0.005538410614
846	0.005532627455
847	0.005524332096
848	0.005517246226
849	0.00551019607
850	0.005504042242
851	0.00549746399
852	0.005491129803
853	0.005485655341
854	0.005479027244
855	0.005470512414
856	0.005462391377
857	0.005455392763
858	0.005450733254
859	0.005445188161
860	0.005437464353
861	0.005432068431
862	0.005425268927
863	0.005418793972
864	0.005412145419
865	0.005403901913
866	0.005397496667
867	0.005391147791
868	0.005382826084
869	0.005375257129
870	0.005369974674
871	0.005361300142
872	0.005354281881
873	0.00534803689
874	0.005339772795
875	0.005331677918
876	0.005326758207
877	0.005320059395
878	0.005314892453
879	0.005306703256
880	0.005302417612
881	0.005297252586
882	0.005292855902
883	0.005287183294
884	0.005280973854
885	0.005275292197
886	0.005268651643
887	0.005263137943
888	0.005257767574
889	0.005252405123
890	0.005245236531
891	0.005238090203
892	0.005232407958
893	0.005226295942
894	0.005219376548
895	0.005210653112
896	0.005203972623
897	0.00519894226
898	0.005193448258
899	0.005186151294
900	0.005180866049
901	0.005175989421
902	0.005170279567
903	0.005163539943
904	0.005158781257
905	0.005153174904
906	0.005148956554
907	0.005143228311
908	0.005138026422
909	0.005133402812
910	0.005126544334
911	0.005120596916
912	0.00511431427
913	0.005109125838
914	0.005102862775
915	0.005097958874
916	0.005090378213
917	0.005084439919
918	0.005077102322
919	0.005070716996
920	0.005065018895
921	0.005058550899
922	0.005052003577
923	0.005046424357
924	0.005039872801
925	0.005035090715
926	0.005030686874
927	0.005024794605
928	0.005018538513
929	0.005014404058
930	0.005008905868
931	0.005004237618
932	0.004995821783
933	0.004991117989
934	0.004983848211
935	0.004978643735
936	0.004972791988
937	0.004967007866
938	0.004961461416
939	0.004955456912
940	0.004949964326
941	0.00494550787
942	0.004939402536
943	0.004932764646
944	0.004928446324
945	0.004923092487
946	0.00491878853
947	0.004912866085
948	0.004908226744
949	0.004903715824
950	0.00489781219
951	0.004892151706
952	0.00488674444
953	0.004882879934
954	0.00487853272
955	0.004873771702
956	0.004868669851
957	0.004863996078
958	0.004860929364
959	0.004857155207
960	0.004852909082
961	0.004848029248
962	0.004843816953
963	0.004839395959
964	0.004834547768
965	0.004829483241
966	0.004823900018
967	0.004818333347
968	0.004811891689
969	0.004807714404
970	0.004802980285
971	0.004797541941
972	0.004793198193
973	0.004787310705
974	0.004782480611
975	0.00477822217
976	0.004772314303
977	0.004768908912
978	0.004763622055
979	0.004759682677
980	0.004755332836
981	0.004749132672
982	0.004743901586
983	0.004739995101
984	0.004734039579
985	0.004729183322
986	0.00472427905
987	0.004719190536
988	0.004714358145
989	0.004710252759
990	0.004705729266
991	0.004700011343
992	0.004693723936
993	0.004687657756
994	0.004680900108
995	0.00467654616
996	0.004671902254
997	0.004668554137
998	0.004664697147
999	0.004659081137
998	0.004374669802
999	0.004370746175
